name,age,income,zip,net_worth
Pamela Brown,18,61207,81162,192352
Anita Labbe,63,63359,29579,658713
Chris Lynd,38,52369,33968,408055
Frank Vasquez,34,42758,30175,429594
Roger Williams,64,20949,92366,396871
Janice Smith,41,63268,40064,279382
Sylvia Tripp,47,66442,81722,413854
William Miller,35,43986,61065,315114
Julie Cross,32,29453,90214,81064
Lloyd Lebrecque,38,41640,62919,164435
Viola Whited,39,44435,82564,137920
Andrew Morris,41,76790,60059,571968
Matthew Luccous,54,49192,90214,509148
Georgine Moon,19,75120,60059,56709
Denise Hudspeth,22,43900,90214,278093
Chester Scott,44,42171,60059,197781
Jeanette Ramsey,55,67044,40064,411720
Jessie Schafer,36,73855,11251,135951
Jeffrey Scales,40,59105,31643,635291
Delores Griffin,46,55962,89947,692783
Frances Schultz,18,67243,79775,231930
Clair Cosey,40,106962,30175,871979
Beverly Gates,38,83512,49890,142658
Bruce Christensen,19,109764,30175,516150
Randy Martinez,27,75022,31724,349830
Andre Brown,22,52038,61910,13616
Kia Hanson,38,56913,57067,209247
Ashley Hampton,58,77146,30175,453758
Vanessa Strain,63,110183,34618,1753518
Bob Chapman,39,95546,49785,984861
Helen Bell,26,61572,29579,457973
Lucille Paz,39,45329,48154,240469
Richard Richardson,23,89106,14100,298528
Vicki Lowrance,20,29264,70658,132447
Mathew Jones,28,37098,61910,254924
Meghan Young,59,70949,80728,687094
Shirley Lilly,30,150953,90214,17934
Steven Harbour,26,73058,33968,283318
Rene Lyons,20,22523,82564,107449
Salvador Dew,43,80394,29579,828611
Lonnie Rappold,51,62609,81722,662607
Alyssa King,61,137553,11251,635354
Shannon Stevens,28,50363,89947,80291
Paul Reiter,59,56048,70658,439516
Molly Owens,59,135062,40445,395832
Adrienne Smialek,42,33592,53351,200475
John Beitel,21,62722,90214,248035
Annette Singleton,51,32208,93287,158582
Barbara Burnley,29,193250,31643,1110443
Donald Lee,65,25810,40445,60323
Janelle Walker,22,92483,57129,11655
Marlene Mcbryde,55,36865,62919,333809
Peggy Calvo,46,129175,34618,509118
Luis Valentine,60,83630,57129,1376870
Christina Goehring,60,46916,57067,100614
Richard Cruz,34,62020,70658,50327
Rickie Strawderman,45,102408,82564,1256487
Jose Martin,19,56127,30175,257964
Pamula Hartt,52,63257,85486,101233
Leslie Peters,29,137790,80728,815222
Charles Blair,54,70095,90214,329806
James Kidd,65,38015,53351,620810
James Baker,44,76360,62919,311322
Phyllis Wood,25,62350,82564,288639
Mellissa Myers,55,45835,14100,704706
Felix Wilson,35,62725,48154,73474
Stephen Brown,63,83842,49785,1243860
Cassandra Savitts,55,94538,41318,248864
Angela Ames,65,71422,81162,673907
Cristopher Clark,52,85280,49890,913735
Darlene Davis,30,43118,59686,123294
Holly Pastrano,22,144933,48910,802928
John Collins,22,62331,93287,235964
Ryan Foster,50,90900,53351,1121946
Carlos Howard,60,40510,81722,350361
Frances Perkins,54,45070,40064,387700
Dorothy Carlino,44,39879,33968,21248
Joshua Ramirez,18,28604,81162,27959
Kristy King,50,58859,61065,816313
Eileen Salinas,30,107232,61910,153607
Jessica Gravley,64,115623,30175,1133587
Larry Warren,34,66456,57067,349909
Nila Mcneil,31,66880,92366,238842
Lucille Glenn,55,79870,61065,816337
Joseph Chapman,46,39921,89947,263834
Brian Winnike,50,55513,41318,160613
Linda Ledbetter,45,60616,34618,348365
Tosha Graham,33,33126,60059,87335
Guy Mccall,50,72201,92366,1064416
Lillie Rood,50,66870,53351,90508
Arlene Nielson,33,28166,40445,166385
John Avalos,43,25847,70658,105162
Val Alvarez,44,43910,34618,526704
Darryl Smith,19,58193,57067,233921
Erma Mitchell,20,107666,81722,245071
Ruth Rosenbarger,42,68902,31724,269734
Lillian Sowell,29,53916,89947,431726
Vannessa Franca,52,48352,80728,86594
Kenneth Reaves,34,27523,60059,150205
Rosalina Rabon,40,45453,72096,80639
Herbert Wood,44,41335,57129,391293
Lawrence Sepulveda,51,78196,55803,606814
Shirley Bagaoisan,23,45048,61065,152917
Samuel Carpenter,29,50592,59686,435802
Marc Boulton,24,176200,90214,349747
James Nichols,48,75737,57067,445139
Anita Brown,41,53125,55803,352061
Terry Alexander,20,81651,81722,284087
Micheal Burleson,33,55837,85486,365452
Jeffrey Noto,20,89169,41318,185962
William Pedro,22,77574,11251,71776
Kathryn Frank,56,30721,11251,334971
Herman Jordan,48,115012,40445,1410964
Jody Marceau,60,54899,80728,177626
Lorenza Houston,20,29651,62919,83580
Pamela Carter,21,63946,29579,22801
Clark Batts,37,39193,61910,225401
James Carlson,64,49604,93287,556830
Susan Mccrory,37,25430,40445,136352
Ruby Dodson,56,77783,55803,553196
Anabel Lee,32,216530,14100,1325420
Juan Damron,29,39574,72096,12653
Vivian Montgomery,52,70601,82564,306840
Elsie Bowen,49,64348,48154,479770
Kenneth Florence,36,73692,11251,405550
Fernando Anderson,63,67222,29256,868425
Cynthia Smith,19,29244,62919,122830
Victoria Morel,58,52102,48154,416372
Katherine Anderson,49,45432,72096,606902
Bryce Dietrich,63,39998,40445,542619
Brian Cole,30,61316,62919,495393
Deborah Reeves,49,181088,41995,1018289
Mike Nickelson,27,98117,59686,564801
Joseph Hollins,60,83975,85486,1032014
Charlene Cooper,57,76960,61065,235936
Jamie Russo,46,77741,29579,1032743
Michael Washington,59,95381,14100,302505
Donna Taylor,43,143310,41318,1380089
Bethany Sharp,40,37217,59686,56643
Alva Reyes,24,31698,48154,126531
Thomas Cole,64,75069,23944,1399761
Tanya Vachon,50,125370,52566,684598
Phyllis Scheel,23,36782,29256,240469
Keisha Bush,53,26566,48154,353015
Joshua Holloway,47,117532,57067,1443730
Gail Broome,23,144191,89947,124834
Robert Maymon,54,82580,53351,865040
Ronald Osbeck,61,154351,62919,1261307
Debra Wyche,34,60937,41318,178566
George Stallings,18,28451,80728,29989
Carlos Steven,36,66021,80728,189772
Patrick Murrell,52,47323,29256,559728
James Barnett,48,46860,82564,322608
Carlos Shumaker,62,70332,61065,30745
Mary Allison,42,107660,62919,693786
Veronica Brock,48,44317,92366,525539
Whitney Braden,63,58585,49890,661071
Jeanne Friday,38,66351,59686,697387
Stuart Sullens,19,109049,52566,20055
Wesley Shrum,62,70894,92366,12912
Samuel Grace,24,70714,62919,400218
Harris Smith,53,54448,79775,647542
Francis Hunt,28,65763,41995,30755
David Carter,27,36596,48154,86726
Josephine Hannan,22,80398,80728,488804
Carol Devore,56,25652,31724,298054
James Ma,20,43574,34618,8755
June Figueroa,56,46825,53351,340920
Donnie Salim,63,142742,81162,2606772
Roberta Pelote,52,27694,49785,194571
George Galbraith,62,102818,90214,1225014
Nancy Baker,23,86551,79775,394475
Brigette Moody,58,52767,48154,817593
Christopher Killian,45,31567,14100,213172
Rachael Wind,33,37134,40064,309875
Muriel Larson,40,53726,41318,544040
Jack Robinson,61,51356,59686,749424
Steven Hertz,36,167547,85486,1277627
Peggy Bracken,45,45040,48154,523501
Lisa Barger,47,56688,81722,331266
Evelyn Eoff,62,54188,80728,870798
Linda Bowles,27,77951,72096,68851
Alejandra Joyce,54,53486,92366,23224
Matthew Lizardi,27,53723,41318,364230
Bret Holman,19,32366,61910,259227
Mel Elston,56,98175,72096,851841
Carrie Bluestein,54,36828,29256,328721
Maryrose Jude,61,88253,90214,1132966
Wanda Browder,20,16016,31724,58568
Stephanie Spirer,52,106826,23944,1274337
Barbara Smith,48,54205,70658,315760
Thomas Hill,58,26938,61910,319126
John Adams,18,46892,93287,115254
Melissa Carillo,64,41620,79775,129196
Roger Odonnell,65,107200,34618,1540656
Helen Glidden,27,37780,60059,74848
Margie Shaw,21,39339,41995,282538
Richard Martin,19,31751,49785,27198
Bessie Orzell,36,56887,82564,183999
Roy Delahunt,36,77143,81722,710185
Olivia Dorey,52,96011,93287,683177
Derrick Leon,42,62375,60059,343000
Mitchell Nicholson,28,119549,79775,400891
Pedro Bradly,63,51293,60059,903663
Mary Mayes,46,105610,89947,321271
Charles Stoner,37,32752,81722,275434
James Dearmitt,63,81076,41995,1319166
Frank Webb,63,67012,85486,618820
Reginald Reed,54,119659,90214,631284
Lynda Malone,20,189143,93287,695773
Maria Searcy,55,64021,40064,399196
Joe Gomez,50,44892,60059,240403
Mary Fravel,31,85637,80728,314335
Ida Kasack,32,31894,31643,155633
Kevin Boyd,57,53773,80728,58081
Anna Sanford,42,69067,11251,13632
Loretta Osborn,20,58459,49785,272978
Michael Brown,37,119341,60059,512860
Estelle Wright,23,117844,40445,24295
Mildred Leleux,28,47839,30175,135188
Michael Colley,59,85973,57067,779648
Gerald Turk,55,110921,52566,547830
Alex Lewis,37,57007,41318,56723
Richard Londono,40,67622,40064,390714
Romelia Allen,31,51986,30175,17818
Stephen Rondon,60,51662,52566,424200
Elizabeth Monteith,31,46051,85486,145867
Jerry Cochran,43,68915,57129,88461
Catherine Ashley,38,71314,72096,610521
Genevieve Whitfield,43,24304,33968,280183
Christine Scott,61,47993,41318,874613
Gale White,43,110910,70658,246681
Donald Melendez,35,46775,90214,37438
Kevin Nguyen,50,58382,49785,854059
Patricia Perry,37,52990,57129,586345
Richard Randrup,57,44236,41318,710118
Amy Howell,34,41316,92366,55377
Manuel Ramos,51,37722,82564,494907
Sydney Sparks,44,36792,79775,243914
Michael Alloway,41,131836,33968,964147
Ryan Sur,30,49725,34618,97035
Eddie Hiles,36,66935,23944,697724
Amanda Barbe,46,87571,23944,346739
Kathleen Lewis,31,163509,62919,1031537
Harley Pankey,57,168054,34618,2014360
Jeffrey Whitehead,34,51286,52566,386617
Jacob Killinger,63,57680,29579,940296
Eric Milton,18,71149,80728,124611
Aaron Terrill,60,59660,33968,309692
Anna Stewart,62,66604,48154,419034
Barbara Lueck,61,69100,60059,956241
Teresa Grissett,33,68940,41318,480850
Chris Gregory,23,147409,40445,18192
Charles Stotts,20,59463,49890,158982
Joan Thigpen,28,123701,90214,174030
Ruth Nestor,39,154806,79775,21791
Carl Smith,51,47778,79775,622377
Bryan Ratledge,43,58716,31643,222320
Jody Walker,18,135780,82564,244897
Babette Fleetwood,44,48019,41995,551917
Synthia Garrison,48,64035,40445,711546
Harry Veer,27,130995,53351,57425
Molly Perez,25,56466,31724,229262
Jose Phelps,37,104615,53351,1010340
Betty Sims,56,15312,29579,134009
Jacqueline Measom,24,169536,62919,549343
Curt Acuff,34,79268,81162,23194
Bonnie Harman,42,152531,11251,1288010
Darren Evans,35,62842,81722,289621
Clifford Lawson,39,43383,61910,159351
Daniel Cope,20,18725,41318,104387
Nicole Patrick,59,73710,61910,706676
Rosemary Mathes,55,87751,49785,1422740
Harold Butler,54,99858,48910,818105
Christian Harrison,32,37152,89947,339700
Rose Hardwick,44,88564,81722,818334
Ida Musto,37,42139,31643,403402
Wayne Frias,46,109688,61910,362852
Harry Morales,38,17470,92366,72869
Carol Price,60,84728,40064,319724
Yolanda Peck,31,59811,40064,380248
John Manning,55,52914,30175,414043
Kenneth Anderson,56,80674,61065,136955
Carmen Collazo,21,31254,31643,83401
Lillian James,58,21873,57129,38945
Jonathan Winter,40,74851,81722,740847
Mary Devins,37,63736,61910,191925
Paul Jefferson,61,48850,62919,687160
Patricia Tyler,18,81001,89947,32232
Monika Frank,23,40710,14100,93467
Carroll Mckee,53,32769,61910,126914
Alejandra Zimmermann,32,55030,31724,160520
Heather Watson,44,104815,82564,844433
Jonathan Weaver,54,42421,11251,330904
Margarita Moyer,35,90424,55803,223876
Mary Snyder,65,42601,41995,561516
Howard Lopez,60,18978,49890,106888
Katrina Gomez,38,63101,31643,296941
Shirley Maeder,33,48032,59686,151107
Barbara Eagle,62,23582,62919,11816
Samuel Pascale,21,98719,57067,67181
Robert Anderson,53,72521,61065,578957
Cheryl Thomas,29,42623,49785,263315
Elaine Bynum,49,59724,62919,289905
Sharon Lovell,43,56729,62919,255827
Adeline Mckinnis,59,59364,53351,873398
John Carroll,53,32621,85486,139779
Jeffery Tressler,40,103456,41995,492748
Marc Holm,60,73307,29579,649299
Estela Artrip,21,117862,34618,302881
William Holderby,31,71565,14100,177874
Robert Schneider,30,42712,40445,92225
Anthony Helbig,65,36411,31724,232088
Jane Mulroy,37,27341,60059,71242
Dale Crock,52,30708,70658,9304
Eleanor Brown,44,51100,93287,274270
Bridgett Barber,43,72417,40064,336760
Thomas Cecot,30,141440,81162,1251416
Latonia Horton,60,80719,60059,1143360
Diana Tondreau,24,52680,61065,379653
Haley Weatherford,63,95211,41995,856743
David Luna,36,57243,93287,182820
Frances Meza,48,93291,34618,1044052
Raymond Brasil,59,39628,57129,635405
Roy Lichtenfeld,51,50695,61065,505373
Jacinta Lobendahn,65,61585,81722,517759
Marie Bowlds,61,52656,31643,867843
Manuel Hutchinson,53,84593,40445,349887
Leslie Millsaps,53,36006,23944,370730
Jack Brumble,43,206552,33968,2020068
William Faucette,24,25839,29579,128775
Margaret Dennis,63,28537,41995,165615
Betty Mcbain,44,129204,85486,578713
Janice Rabinowitz,39,78178,31643,702197
Sidney Bell,59,90999,72096,161640
Alison Dee,22,91606,40064,313129
William Alba,34,75617,90214,444618
Marilyn Burdick,41,26076,11251,99814
David Huff,25,52693,30175,246297
Arlene Clement,43,45005,31643,243991
William Guillory,45,56245,85486,716223
Viola Williams,62,40810,48910,229426
Scott Mccoy,42,58732,41995,320580
Manuel Meyer,44,68483,82564,638019
Brian Newell,62,36094,23944,49530
Susan Porter,44,98504,57067,1142439
Gordon Rodgers,18,23213,89947,114830
Justin Miller,33,89690,80728,217309
Norman Buntin,26,152998,29579,1804
Patrick Turner,55,41504,79775,34269
Karen Lorenzen,41,41295,90214,465133
Patrick Myrick,20,47743,80728,179003
Gretchen Tran,58,59376,79775,441310
Ruth Goudy,51,33580,14100,156354
Steven Edwards,54,49196,79775,98245
Tommy Millwood,46,75943,85486,733149
Kenny Monton,43,147229,48154,1199926
Wanda Franklin,42,51830,82564,347307
Marc Scott,33,49291,80728,279488
George Johnson,49,122294,29256,1494015
Josephine Greene,46,102440,70658,822310
James Smith,27,61601,92366,35173
Christian Reaume,64,89231,81722,769431
Margaret Sharpe,54,139732,52566,1610032
Roy Williamson,44,59504,89947,251744
Stephen Rocchio,65,35461,80728,50398
Patricia Swink,36,37510,40064,305774
Lillian Shaw,63,26623,11251,319414
Dudley Despain,52,46370,52566,377492
Robert Jones,31,46114,40445,309065
Bertha Henson,52,63616,92366,82054
Nancy Rachal,37,109440,60059,81829
Eunice Deno,60,52192,31643,799907
Salina Phillips,51,27726,49785,339019
Gary Long,52,78375,57067,261334
Fannie Harris,23,60216,40445,97676
William Free,61,172581,30175,656368
Mary Maser,50,30533,82564,60989
Christopher Vierra,58,75910,33968,700201
Kim Tompkins,18,72596,59686,253823
Charlene Lopresti,36,90693,81722,264835
Jonah Williams,56,148273,81722,276186
Robert Mclain,32,217838,34618,497020
William Hayslett,24,117894,34618,124980
Alexandra Aguirre,25,123870,40445,812852
Paul Murphy,22,50472,93287,48566
Celina Gent,36,55863,82564,476704
Carmen Crane,23,69859,62919,357318
Robin Gordon,31,100994,11251,702240
Rita Higginbotham,25,49807,49890,345705
Judy Mcgraw,34,46857,31724,170816
Elias Sprauve,45,56807,14100,646736
Toni Moreno,25,35858,31643,36045
John Anschutz,29,33368,49785,287444
Hank Ellis,47,50063,59686,73259
Bradford Cecilio,24,24846,57067,134232
Christian Willis,27,51059,40064,353268
Ann Gerken,33,245590,40445,1099793
Mayra Fishburn,39,45131,92366,183343
Valerie Kilburn,42,54748,85486,515980
Linda Stephens,39,61223,61910,66917
Sasha Willick,52,52391,33968,106616
Jammie Lyons,50,113402,11251,657589
Aisha Wickham,27,50917,29256,139945
Mary Lockhart,39,111509,81722,1238571
Heather Garrett,47,43071,33968,526824
Joseph Young,60,54606,23944,46946
Richard Gibson,22,73626,93287,233946
Nancy Gomez,57,87402,31724,795262
Margaret Eck,26,36809,92366,151536
Mark Goeltz,40,101833,60059,1085323
Bennie Davis,30,55319,14100,131550
Leroy Hardy,54,49598,29579,593718
Robert Martin,33,12880,89947,65452
Jeffrey West,36,136159,72096,311791
Frances Mccoy,59,91153,89947,963995
Viola Deroche,18,30782,40445,60082
Mary Funderburg,36,53942,57067,559682
Paul Chan,24,101850,57067,357795
William Eberheart,57,28100,81722,383421
Frank Harr,61,39057,30175,698019
Deborah Cottrell,44,31292,29256,41974
Roger Mach,22,130826,90214,346797
John Johnson,41,37021,57067,44396
Noe Doman,59,49036,14100,174614
Virgilio Burkhardt,64,76005,85486,598956
Sandra Kirkwood,33,38464,55803,67649
Leonard Vanalstyne,49,65094,41318,766147
Vicki Smith,39,66063,52566,269725
Robert Smith,50,130783,41318,543231
Russell Mcdaniel,26,52134,92366,403469
Clinton Bagley,62,49915,89947,80777
Debra Oelze,54,103422,57129,626158
Staci Beltran,62,57029,29256,55162
Michael Black,32,61049,40064,19604
James Metts,33,53491,14100,36750
Francis Frost,46,63152,92366,97101
Jeffrey Dominion,61,40829,40064,649790
Jean Balkcom,54,99636,31724,794126
Darin Beasley,51,48564,90214,85264
Virginia Brown,41,49072,93287,304627
Dorothy Alfano,51,110403,82564,1350033
Robert Williams,65,30169,61910,325447
Michael Vanwinkle,51,125521,31724,152807
Brenda Bird,56,79183,34618,1194848
William Matthews,36,49924,33968,146204
Elwood King,34,45310,31643,6386
Heather Taylor,29,51810,48154,224574
Emely Lewis,21,81321,79775,369373
Eric Denman,26,58445,62919,292551
Adam David,38,45318,61910,3005
Tammy Overturf,64,38666,23944,40689
William Johnson,59,37272,55803,538396
Janie Grover,44,39481,48910,46097
Brad Decesare,33,38525,48154,27040
John Holloway,25,75332,81162,80697
Laura Mann,63,103981,49785,323716
Jo Ludwig,51,20715,41995,115291
Gary Bradshaw,57,125601,60059,1324963
Eddie Berry,37,68999,55803,191329
Eduardo Johnson,47,37969,23944,532863
Philip Jenkins,34,65380,33968,478121
Margret Pickering,45,93719,41995,1190187
Bridget Ortiz,43,46580,41995,550729
Cindy Lee,65,38100,11251,143329
William Ciotti,43,71942,29579,770683
Janet Manuel,62,39096,23944,272042
Todd Brown,38,83694,48154,141958
Larry Baridon,27,49748,57129,335782
Michael Suehs,37,98163,49785,69534
Elizabeth Robinson,32,72326,48910,665257
Brian Marin,24,52976,93287,144480
Fernando Sulla,59,33828,93287,131063
Elizabeth Barrera,21,111222,11251,255369
Eldon Teague,55,78518,48154,943201
Daniel Boulet,37,103833,62919,593052
Phyllis Rodriguez,32,35029,40445,128279
Meghan Morrison,42,72587,72096,287756
Edward Hill,35,66463,33968,330897
Elizabeth Ortiz,53,51674,79775,598533
Wallace Rizzo,36,125575,41995,777132
Judith Neumann,20,66250,14100,283451
Gaynell Sawyer,40,78594,34618,202288
Yuko Cornett,35,33527,79775,314645
Joel Brown,36,67921,11251,203295
Phillip Kramer,38,95683,89947,145884
Kim Crumley,29,108923,40064,733666
Steven Murphy,24,67195,81722,120709
Mamie Lucio,54,31247,59686,269094
Morris Harper,60,31349,85486,291257
Stacey Green,60,34972,90214,282007
Rebecca Brown,63,77721,23944,1302710
Susan Alvarado,30,56934,41995,510388
